juego,nombre,posicion,elemento,ATT,CTL,DEF
IE1,Chris Massey,DF,bosque,61,60,67
IE1,Carl Sacks,DL,tierra,72,72,48
IE1,Biff Beeston,PR,bosque,33,37,72
IE1,Lou Beigh,PR,bosque,29,38,67
IE1,Marv Errick,PR,fuego,44,40,81
IE1,Bob Whittle,DL,aire,74,83,53
IE1,Bert Neptune,MC,bosque,76,79,66
IE1,Sol Crater,DL,fuego,68,65,44
IE1,Percy Coldstair,DF,bosque,44,63,67
IE1,Dusky Sunfield,MC,aire,73,69,53
IE1,Rocky Shears,PR,tierra,36,38,83
IE1,Percy Stent,PR,fuego,45,41,73
IE1,Art Pendragon,PR,aire,36,38,74
IE1,Dom Ittory,PR,tierra,33,36,62
IE1,Chaz Biggins,DL,tierra,70,65,49
IE1,Peter Drent,DF,tierra,67,58,75
IE1,Sly O'Hands,PR,aire,37,43,83
IE1,Sean Lavender,DL,bosque,75,69,48
IE1,Ace Server,PR,aire,45,40,83
IE1,Horace Nelson,PR,fuego,39,35,70
IE1,Rex George,PR,aire,41,41,72
IE1,Philip Prince,PR,bosque,28,35,72
IE1,Heath Rower,MC,aire,68,70,56
IE1,Kim Arite,PR,tierra,34,40,83
IE1,Jay Archer,DL,fuego,67,74,52
IE1,Bo Ling,DF,bosque,51,64,67
IE1,Chuck Hardy,DL,aire,68,72,38
IE1,Ben Evolent,DL,aire,76,67,49
IE1,Will Noble,PR,bosque,31,32,60
IE1,Jack Frosty,DF,aire,62,71,75
IE1,Larry Helps,DL,bosque,64,69,47
IE1,Monty Patten,DF,bosque,61,62,72
IE1,Ben Simmons,DF,bosque,66,70,74
IE1,Chunk Gorman,DL,tierra,66,71,48
IE1,Balt Decker,DF,aire,53,57,71
IE1,Drew Crenshaw,DF,tierra,50,65,65
IE1,Stan Trum,DL,fuego,66,72,45
IE1,Sham Spike,MC,tierra,70,70,56
IE1,Rainier Welkin,PR,fuego,33,39,81
IE1,Evan Yielding,DL,bosque,67,67,48
IE1,Phil Anthropic,DL,tierra,83,88,62
IE1,Fane Club,PR,aire,28,30,77
IE1,Slim Lanky,PR,aire,27,27,70
IE1,Doug Lee,DF,fuego,41,47,67
IE1,Edward Albion,PR,tierra,38,41,69
IE1,Stu Dent,PR,fuego,39,29,60
IE1,Barry Straw,DL,aire,60,80,30
IE1,Bobby Peel,MC,tierra,71,73,56
IE1,Dan Castella,PR,tierra,37,38,67
IE1,Alan Master,MC,aire,77,79,72
IE1,Bill Moony,DL,tierra,82,70,48
IE1,Buddy Goodman,DF,bosque,47,64,63
IE1,Dex Territy,PR,tierra,37,35,67
IE1,Vinny O'Gaines,MC,bosque,62,73,53
IE1,Ray Deo,PR,aire,36,33,68
IE1,Archie Meades,PR,bosque,33,31,78
IE1,Dave Chaucer,MC,bosque,79,72,55
IE1,Billy Blanc,DL,aire,71,66,35
IE1,Creed Craving,PR,fuego,38,37,72
IE1,Phil Rosey,DL,fuego,69,74,55
IE1,Harry Redcastle,MC,aire,73,70,69
IE1,Sonny Welkin,MC,fuego,77,67,62
IE1,Teddy Kodiak,MC,tierra,70,71,56
IE1,Lloyd Tabb,DF,aire,45,60,70
IE1,Francis Paine,MC,bosque,61,72,56
IE1,Griff Strummer,PR,aire,37,35,72
IE1,Gus Martin,DF,bosque,70,71,78
IE1,Bryce Bergman,MC,fuego,60,75,63
IE1,Fingus Inky,MC,bosque,68,75,65
IE1,Walter Geyser,MC,tierra,71,73,59
IE1,Les Knightley,PR,fuego,35,39,75
IE1,Conor Abley,PR,fuego,39,34,76
IE1,Ainsley Burns,DL,tierra,66,74,43
IE1,Pete Grimes,PR,fuego,30,34,60
IE1,Manny Steele,MC,fuego,66,70,63
IE1,Trey Hugger,PR,fuego,26,39,80
IE1,Jack Mate,DF,aire,60,66,78
IE1,Mike Chequer,PR,fuego,38,34,67
IE1,Berty Adman,PR,tierra,31,37,71
IE1,Troy Carr,DL,aire,71,70,51
IE1,Hollis Ticure,DL,fuego,70,70,48
IE1,Guy Dance,MC,tierra,59,73,65
IE1,Jack Trumper,DL,aire,63,74,36
IE1,Herman Waldon,MC,aire,86,80,80
IE1,John Corder,DL,fuego,70,76,49
IE1,Nigel Bramel,DF,aire,49,63,67
IE1,Hank O'Chief,PR,fuego,35,35,63
IE1,Jess Uplement,MC,tierra,66,67,40
IE1,Alec Smart,PR,fuego,29,31,60
IE1,Rob Anchor,DF,aire,61,65,70
IE1,Brent Cross,MC,fuego,70,63,48
IE1,Albert Wister,PR,tierra,33,39,67
IE1,Nev Erin,DL,aire,74,86,51
IE1,Caz Yewell,PR,fuego,41,36,74
IE1,Conor Trail,PR,aire,36,36,78
IE1,Manuel Gere,DF,aire,47,65,67
IE1,Per Hockside,DL,fuego,62,72,44
IE1,Lee Gleagle,DF,bosque,47,51,63
IE1,Paul Pitcher,DF,tierra,49,63,64
IE1,Turner Fortune,DF,bosque,40,45,80
IE1,John Bloom,MC,fuego,74,83,72
IE1,Walter Walken,DF,aire,44,49,64
IE1,Sal Curie,DF,fuego,50,60,67
IE1,Silver Platt,DF,fuego,55,60,67
IE1,Nick Yergrub,DL,aire,72,74,62
IE1,Mal Inger,DF,tierra,52,62,65
IE1,Jim Cook,DF,aire,50,57,60
IE1,Gus Potter,DF,tierra,48,63,71
IE1,Handel Turnon,PR,fuego,33,31,62
IE1,Peter Malus,MC,tierra,73,74,54
IE1,Colin Lection,DF,fuego,54,58,72
IE1,Brock Twigg,MC,bosque,61,62,77
IE1,Paddy Rise,DF,fuego,55,67,76
IE1,Dustin Westend,DL,aire,65,72,42
IE1,Alfonse Way,MC,tierra,59,60,51
IE1,Pippin Flowers,DL,fuego,73,77,48
IE1,Euan Stamper,DF,bosque,66,48,64
IE1,Derek Swing,MC,aire,82,77,62
IE1,Paddy Prunus,PR,aire,32,34,67
IE1,Brian Presser,DL,tierra,71,76,52
IE1,Pete LeGume,DF,fuego,60,70,75
IE1,Shylock Watson,DF,bosque,42,45,60
IE1,Ed Ripp,DF,tierra,44,59,72
IE1,Hike Basher,DL,bosque,71,72,44
IE1,Anthony Phinder,DL,fuego,69,69,48
IE1,Duncan Jump,DF,fuego,42,51,60
IE1,Lucky Winn,MC,aire,64,74,61
IE1,Gene Bates,DF,fuego,58,59,72
IE1,Randolf Finn,PR,tierra,40,40,69
IE1,Ron Away,DL,fuego,63,55,42
IE1,Rick Hatter,DL,fuego,73,76,53
IE1,Grant Mardy,DF,aire,55,52,60
IE1,Shawn Broker,PR,tierra,27,37,67
IE1,Anthony Coyne,DF,fuego,53,62,71
IE1,Daniel Hatch,DL,bosque,81,85,56
IE1,Healey Proctor,MC,tierra,62,72,42
IE1,Ade Posting,DL,aire,60,61,52
IE1,Doug Outon,MC,aire,55,63,40
IE1,Ebenezer Marner,DF,fuego,40,47,68
IE1,Davy Johns,DL,aire,74,67,46
IE1,Bos Horne,DF,tierra,57,62,70
IE1,Nick Orner,PR,aire,26,29,61
IE1,Nathin Gaunt,MC,tierra,55,73,60
IE1,Quentin Quartz,DL,tierra,72,61,54
IE1,Andrew Meikle,PR,fuego,32,38,64
IE1,Gary Salmon,PR,tierra,35,36,72
IE1,Fontaine Tapper,DL,fuego,64,73,44
IE1,Leon Lawn,DF,tierra,56,54,63
IE1,Jim Sweatman,PR,aire,29,37,64
IE1,Cole Coaker,PR,bosque,31,36,67
IE1,Stu Born,PR,fuego,35,31,64
IE1,Romeo Montague,PR,fuego,36,38,72
IE1,Drew Straitedge,PR,tierra,30,28,62
IE1,Dash Dotter,MC,aire,65,71,54
IE1,Gill O'Mend,MC,fuego,68,72,55
IE1,Pay Chance,PR,fuego,36,36,71
IE1,Bill Aegis,DF,tierra,57,59,71
IE1,Tosh Coach,DF,tierra,40,58,79
IE1,Carl Gnu,DL,bosque,62,72,51
IE1,Paul Sapp,MC,tierra,70,69,65
IE1,Macky Valley,DL,aire,67,65,34
IE1,Troy Trucker,DL,aire,76,70,49
IE1,Haden Seek,DL,fuego,61,76,44
IE1,Kevin Doors,PR,aire,43,42,78
IE1,Skip Rooter,MC,fuego,73,71,64
IE1,Rip Airman,DF,tierra,48,59,68
IE1,Stu Shiner,PR,aire,37,39,67
IE1,David Samford,DL,bosque,80,79,56
IE1,Matt Matickal,PR,bosque,25,28,72
IE1,Philip Flagg,DF,tierra,40,45,63
IE1,Alf Groundsman,DF,tierra,57,61,77
IE1,Ernie Riddell,DL,bosque,66,74,37
IE1,Len Stint,PR,aire,33,37,72
IE1,Holly Cricket,MC,fuego,70,76,64
IE1,Dave Altair,DL,aire,72,73,48
IE1,Jim Reed,DF,bosque,44,50,65
IE1,Gwyn Penn,PR,aire,33,39,61
IE1,Spike Needle,PR,aire,26,27,72
IE1,Ifan Tassy,MC,tierra,71,68,58
IE1,Eggbert Heading,DL,bosque,76,63,59
IE1,Pascal Blaise,DF,bosque,50,63,71
IE1,Will Whist,PR,fuego,34,25,67
IE1,Ewan Liner,PR,aire,33,45,67
IE1,Buster Locke,DF,fuego,53,57,61
IE1,Bob Carlton,PR,bosque,37,34,68
IE1,Rex Plorer,DL,bosque,66,70,51
IE1,Webber Poster,MC,fuego,66,64,44
IE1,Sid Parting,DF,aire,64,61,78
IE1,Eaton Rampage,DL,tierra,66,65,38
IE1,Parker Leaper,PR,aire,35,36,72
IE1,Hank Halberd,PR,bosque,38,35,72
IE1,Robin Catching,PR,fuego,31,36,64
IE1,Trey Spotter,MC,aire,62,69,50
IE1,Onslow Ball,DF,bosque,54,65,77
IE1,Tex Tingle,PR,bosque,27,34,63
IE1,Sam Gale,PR,fuego,32,36,62
IE1,Ryder Waverly,MC,fuego,59,60,61
IE1,Leaf Scarlett,DL,aire,70,72,45
IE1,Horace Coop,DF,bosque,51,57,64
IE1,Ness Lockley,DF,bosque,47,63,73
IE1,Olef Tennant,DF,aire,61,60,70
IE1,Cliff Tomlinson,DL,aire,68,70,48
IE1,Len Scapp,PR,tierra,25,28,69
IE1,Monty Hillary,DL,tierra,63,72,51
IE1,Penfold Pulper,DL,aire,62,72,48
IE1,Thomas Cott,PR,aire,33,37,69
IE1,Spike Thorne,DF,bosque,51,61,72
IE1,Lincoln Hawking,DL,tierra,71,68,60
IE1,Ted Larkin,MC,bosque,72,74,66
IE1,Madison Cabinet,PR,fuego,28,36,61
IE1,Odo Cologne,MC,aire,55,70,54
IE1,Nester Damus,PR,aire,39,38,72
IE1,Herb Ivore,DL,tierra,70,74,49
IE1,Homer Pidgeon,DF,fuego,57,63,68
IE1,Rob Ottley,MC,bosque,58,71,53
IE1,Scott Springer,DL,aire,82,72,43
IE1,Viv Grey,DF,fuego,51,55,61
IE1,Don Snow,PR,fuego,37,33,74
IE1,Jim Lawrenson,DL,aire,69,69,50
IE1,Hal Mullet,MC,aire,58,82,62
IE1,Isaiah Shutt,DL,tierra,74,74,48
IE1,Ace Irvin,MC,fuego,60,70,53
IE1,Spike Pitt,DL,tierra,72,68,45
IE1,Innes Caving,PR,fuego,28,31,70
IE1,Keanu Dell,DL,fuego,66,73,41
IE1,Casey Novak,DF,bosque,56,63,77
IE1,Ed Halley,MC,aire,55,61,48
IE1,Burt Mocking,DF,bosque,57,58,66
IE1,Oscar Petty,PR,fuego,45,40,78
IE1,Waite Forrit,MC,tierra,72,71,60
IE1,Bennett Byers,PR,aire,34,36,77
IE1,Mo Eisner,PR,fuego,32,38,69
IE1,Miles Seaford,DF,aire,40,46,69
IE1,Sayer Lemon,DF,fuego,51,63,67
IE1,Carey Ginu,DL,bosque,62,74,50
IE1,Barry Potts,MC,aire,66,66,57
IE1,Cass Crocker,DL,fuego,77,65,30
IE1,Paul Downs,MC,aire,65,70,43
IE1,Darrel Jeeling,PR,bosque,32,39,63
IE1,Nobby Shinn,DL,bosque,69,66,32
IE1,Theo Broma,DF,fuego,50,54,64
IE1,Ramsey Faroe,PR,fuego,25,35,78
IE1,Buster Chopps,PR,fuego,36,36,71
IE1,Vince Bull,MC,aire,67,71,61
IE1,Pat Maclean,DL,aire,74,76,56
IE1,Walter Card,DL,tierra,60,56,30
IE1,Derek Terr,DL,fuego,63,55,47
IE1,Alton Oldhat,MC,tierra,70,69,40
IE1,Cal Cooler,DL,bosque,77,70,50
IE1,Tom Felix,MC,aire,69,78,66
IE1,Terry Orr,DF,fuego,47,53,62
IE1,Rudolph Rainder,DF,fuego,45,47,68
IE1,Steve Ingham,DL,tierra,72,66,41
IE1,Nick Swagg,PR,fuego,42,44,74
IE1,Hal Leeward,MC,bosque,71,81,60
IE1,Arthur Dox,DL,tierra,70,72,52
IE1,Reese Ickle,DL,bosque,69,72,47
IE1,Finn Attick,DF,aire,60,66,79
IE1,Col Lector,DL,tierra,69,78,52
IE1,Crispin Shooter,PR,fuego,26,34,60
IE1,Stu Perstitious,DF,fuego,45,64,60
IE1,Ashley Fay,DL,aire,71,61,39
IE1,Luke Raffles,MC,bosque,73,73,54
IE1,Stu Helmsley,PR,fuego,36,37,69
IE1,Terrence Anthem,DF,fuego,60,61,72
IE1,Gene Bottle,DL,aire,71,66,54
IE1,Sam O'Reilly,MC,fuego,71,63,43
IE1,Ches Nutcracker,PR,fuego,43,45,78
IE1,Victor Grand,DF,bosque,62,60,67
IE1,Ant Hophila,DF,tierra,49,64,67
IE1,Hunter Glory,MC,bosque,74,77,72
IE1,Joe Rassock,PR,aire,30,36,64
IE1,Patch Borgnine,MC,fuego,55,63,43
IE1,Ted Fast,PR,bosque,31,36,78
IE1,Clay Modlin,DL,tierra,74,68,51
IE1,Alan Mode,DF,aire,53,57,60
IE1,Harry Harper,PR,aire,29,35,72
IE1,Pascal Richter,MC,tierra,66,72,47
IE1,Beau Fort,DF,aire,47,56,70
IE1,Reid Scarlet,DF,fuego,57,61,77
IE1,Joe Lamkin,MC,bosque,65,73,54
IE1,Dylan Magpie,PR,aire,31,37,71
IE1,Gil Rivers,DL,aire,68,73,50
IE1,Des Tiny,DF,bosque,51,57,71
IE1,Saul Dowd,DF,tierra,52,61,68
IE1,Kit Chapman,DL,fuego,77,70,44
IE1,Fry Vollity,DF,bosque,61,58,68
IE1,Clark Roach,MC,tierra,76,64,62
IE1,Samuel Peeps,DF,fuego,51,63,75
IE1,Dai Hart,DF,fuego,40,45,60
IE1,Horty Courture,DL,bosque,60,63,36
IE1,Bob Baggum,PR,tierra,33,36,73
IE1,Ollie Twister,DL,aire,72,68,42
IE1,Fred Makepeace,DF,bosque,40,54,79
IE1,Walker Sleep,PR,tierra,39,38,69
IE1,Sean Trawler,MC,aire,70,72,56
IE1,Ken Sewer,PR,bosque,28,28,80
IE1,Bamber Shoot,DL,tierra,64,74,36
IE1,Sly Winker,DF,aire,44,46,70
IE1,Teller Scoap,PR,tierra,32,39,73
IE1,Sam Firman,PR,fuego,37,35,70
IE1,Bear Turnbull,DL,bosque,67,71,48
IE1,Tabor Drummond,PR,tierra,25,25,69
IE1,Brook Atwater,DF,aire,55,60,69
IE1,Ike Doerflinger,DL,bosque,68,71,49
IE1,Aessop Fabel,DF,fuego,60,59,68
IE1,Grant Slammer,DL,aire,66,72,35
IE1,Robin Cruise,PR,tierra,38,32,77
IE1,Mark Perfect,PR,fuego,30,40,72
IE1,Rolly Kerr,MC,aire,61,79,46
IE1,Moses Pumper,DL,fuego,72,74,56
IE1,Knight Reader,DF,tierra,44,52,77
IE1,Cash Barganier,DL,fuego,60,58,38
IE1,Brendan Branch,PR,tierra,30,39,72
IE1,Clark Rain,MC,tierra,62,75,43
IE1,Luther Rio,PR,aire,30,37,67
IE1,Florian Hutter,MC,fuego,67,69,57
IE1,Scamp Shrimplin,PR,bosque,32,38,63
IE1,Adam Nesiac,DF,tierra,63,65,81
IE1,Rab Acus,DL,aire,65,74,41
IE1,Chris Miles,MC,bosque,70,76,61
IE1,Shemmy Ramis,MC,tierra,72,74,62
IE1,Lon Grainger,PR,fuego,37,35,67
IE1,Manny Atom,DL,fuego,75,72,55
IE1,Bill Tardy,PR,tierra,38,37,72
IE1,Fox Copier,DL,bosque,72,66,43
IE1,Cletus Badden,MC,aire,69,69,54
IE1,Skip Sofrenic,MC,tierra,70,72,64
IE1,Mat Char,DL,bosque,61,73,43
IE1,Trey Cultivator,DF,bosque,47,65,68
IE1,Vinny Trioquist,DL,tierra,70,60,35
IE1,Ton Nino,MC,aire,77,73,59
IE1,Oscar Esher,PR,aire,25,25,60
IE1,Nathan Jones,PR,aire,37,38,77
IE1,Saul Searcher,DF,aire,48,64,72
IE1,Gerry Attrick,DF,tierra,55,63,77
IE1,Adam Icklock,PR,fuego,28,27,64
IE1,Sol Stiss,DL,tierra,66,76,33
IE1,Des Ainer,MC,fuego,80,68,65
IE1,Homer Sockshell,DL,fuego,72,73,55
IE1,Harley Trotter,DL,fuego,77,70,49
IE1,Mark Skidfree,MC,fuego,72,72,65
IE1,Del Iverryboy,PR,aire,35,36,63
IE1,Scean Spector,DF,aire,43,45,67
IE1,Nick Knack,MC,fuego,67,71,50
IE1,Dusty Rellicks,MC,tierra,63,76,57
IE1,Sandy Insolls,MC,fuego,57,62,53
IE1,Gregory Bones,MC,bosque,62,74,62
IE1,Loughrey Mose,DL,aire,81,77,44
IE1,Willow Withers,MC,bosque,58,71,57
IE1,Russell Walk,DF,bosque,58,61,68
IE1,Winn deBreeze,DF,aire,58,56,71
IE1,Buster Clout,DF,fuego,59,65,77
IE1,Errol Lorre,DL,bosque,71,71,45
IE1,Fred Ferrell,MC,tierra,72,63,68
IE1,Rod Headstock,PR,fuego,35,32,62
IE1,Tim Piece,DL,aire,65,74,48
IE1,Patrick Edie,DF,bosque,54,65,60
IE1,Art Teest,MC,aire,65,72,72
IE1,Bill Mumm,DL,bosque,71,81,59
IE1,Luke O'Cyte,DL,fuego,72,61,52
IE1,Ernest Byer,DL,fuego,69,70,48
IE1,Isaac Goss,MC,tierra,74,68,54
IE1,Walter Poseur,DF,aire,47,67,73
IE1,Andy Roff,DF,tierra,50,66,72
IE1,Ashley Dale,DL,bosque,71,80,50
IE1,Rich Cave,PR,fuego,30,40,69
IE1,Jason Jones,DF,aire,52,60,69
IE1,Taka Tanaka,MC,aire,72,65,65
IE1,Manny Carbs,DF,tierra,52,61,62
IE1,Al Reddie,MC,bosque,64,71,52
IE1,Rush Tooset,MC,bosque,79,69,66
IE1,Rod Opsin,DL,tierra,72,68,43
IE1,Peyton Pope,PR,fuego,36,37,70
IE1,Drew Straws,DL,bosque,72,68,44
IE1,Trey Dalbum,DL,bosque,66,62,38
IE1,Harly Profett,MC,bosque,73,67,66
IE1,Hank O'Buff,PR,aire,31,40,73
IE1,Ash Cloud,DL,tierra,62,73,51
IE1,Stan Dupp,DL,bosque,69,71,54
IE1,Max Bright,MC,aire,61,63,53
IE1,Bill Phee,PR,bosque,41,34,72
IE1,Lee Figreene,DL,bosque,63,71,36
IE1,Den Taligene,MC,fuego,79,64,45
IE1,Ken Furan,DF,tierra,52,58,77
IE1,Adam Hesive,DF,fuego,52,69,72
IE1,Mel Lowe,DF,tierra,63,72,82
IE1,Rip Winkle,MC,bosque,77,69,67
IE1,Ben deLimms,PR,bosque,30,38,70
IE1,Pauly Ontology,DL,tierra,60,55,42
IE1,Walter Mendip,DL,aire,70,65,39
IE1,Bud Hunter,PR,bosque,31,37,67
IE1,Sonny Rentman,DL,tierra,70,80,56
IE1,Cam Vass,PR,fuego,29,37,63
IE1,Shay Chez,MC,tierra,69,77,61
IE1,Cory Andish,DL,bosque,70,76,55
IE1,Glen Adeer,DL,aire,73,73,54
IE1,Norry Sheets,PR,fuego,34,38,78
IE1,Lou Paster,DL,aire,72,75,47
IE1,Aran Cheeks,PR,aire,33,40,61
IE1,Abe Seiler,MC,tierra,79,73,55
IE1,Jerry Fulton,DF,fuego,52,61,74
IE1,Al Urgy,DF,tierra,57,63,72
IE1,Conn Pass,MC,aire,64,76,44
IE1,Heath Cover,DF,aire,52,51,63
IE1,Mack Ramey,DF,tierra,56,54,62
IE1,Miles Ryan,DF,aire,55,58,77
IE1,Ike Banner,PR,bosque,36,39,64
IE1,Frank Meyer,MC,fuego,66,73,63
IE1,Phil Fog,PR,fuego,39,37,69
IE1,Bob Lioteck,PR,fuego,36,36,69
IE1,Rory Polisher,PR,fuego,31,38,61
IE1,Tex Curvator,DL,tierra,68,78,53
IE1,Perry Pincher,DL,tierra,71,70,42
IE1,Al Plates,DL,tierra,64,74,41
IE1,Bane Marie,DF,tierra,52,66,72
IE1,Cam Broadsheet,MC,bosque,60,73,59
IE1,Mo Hawkes,DL,fuego,71,75,50
IE1,Ray Mannings,MC,aire,68,73,54
IE1,Chris Pecracker,PR,tierra,34,37,62
IE1,Andy Crafter,DL,aire,69,69,49
IE1,Boe Tyer,PR,fuego,33,38,66
IE1,Dave O'Resis,MC,bosque,61,65,43
IE1,Victor Mancey,DL,fuego,70,74,53
IE1,Ray Dioset,DL,bosque,74,65,53
IE1,Preston Gumbs,DL,aire,72,70,37
IE1,Tiny Forester,DF,tierra,56,67,65
IE1,Cardin Hands,DL,bosque,72,65,51
IE1,Callan Trens,DL,fuego,73,72,51
IE1,Tim Mittus,DF,tierra,64,60,70
IE1,Keenan Brainard,MC,bosque,63,74,61
IE1,Orson Douvre,PR,tierra,41,33,74
IE1,Sandy Hope,DF,tierra,62,54,78
IE1,Ort Omaton,PR,fuego,39,38,72
IE1,Clerk Welcome,DF,tierra,64,65,63
IE1,Robert Mayer,MC,bosque,67,70,56
IE1,Rob Ottman,PR,aire,36,34,64
IE1,Cam O'Miles,PR,bosque,41,30,74
IE1,Jack Pott,PR,tierra,33,37,68
IE1,Florian Selles,DL,bosque,68,73,50
IE1,Finn Sawyer,PR,fuego,33,41,63
IE1,Bobby Constable,DL,fuego,73,72,51
IE1,Ray Menn,DL,aire,64,76,49
IE1,Odo Toilette,PR,fuego,30,39,70
IE1,Tel Egram,MC,tierra,63,74,45
IE1,Char Shumaker,DL,tierra,72,72,46
IE1,Sim Pathy,DF,bosque,70,63,61
IE1,Jon Driedon,DL,fuego,60,70,51
IE1,Monty Burrows,PR,tierra,25,29,60
IE1,Gaston Berry,DL,fuego,60,59,30
IE1,Cruz Ligner,MC,tierra,70,69,60
IE1,Irv Washinton,DF,aire,45,48,60
IE1,Alexander Brave,MC,fuego,70,78,53
IE1,Shem Bassey,DF,bosque,53,57,72
IE1,Pres Cripton,DL,tierra,69,72,47
IE1,Winston Windfall,MC,bosque,61,65,61
IE1,Rich Eden,PR,bosque,36,41,74
IE1,Teagen Brewer,DF,bosque,45,52,70
IE1,Ry Sling,DF,aire,50,65,63
IE1,Bard Crooner,MC,aire,67,61,59
IE1,Armstrong Peck,PR,fuego,33,30,70
IE1,Carey Vanpark,MC,fuego,62,62,55
IE1,Garland Gathers,MC,tierra,67,62,45
IE1,David Burnum,DF,fuego,45,54,62
IE1,Tad Trinket,MC,fuego,58,64,42
IE1,Harvey Lifter,DF,tierra,51,56,65
IE1,Kurt Price,MC,bosque,58,61,48
IE1,Cameron Hameha,MC,bosque,60,65,44
IE1,Will Stonehead,DF,fuego,65,59,76
IE1,Johan Tassman,DL,bosque,73,75,39
IE1,Hugh Marble,DF,tierra,56,56,62
IE1,Urson Brown,PR,bosque,33,33,64
IE1,Bo Luger,DL,bosque,81,68,45
IE1,Kim Ono,DL,tierra,70,77,50
IE1,Bully Thrower,DL,aire,65,73,34
IE1,Bill Wordsworthy,MC,tierra,57,71,40
IE1,Mo Lusk,DL,tierra,70,72,58
IE1,Ben Curd,DF,fuego,65,73,84
IE1,Powers Squatts,PR,fuego,36,30,78
IE1,Paisley Onepiece,DF,aire,58,60,71
IE1,Gauge Diven,DF,fuego,54,63,72
IE1,Zane Laughead,MC,aire,66,71,71
IE1,Daz Tighthead,PR,bosque,41,45,77
IE1,Sandy Beecher,DL,aire,72,70,48
IE1,Ty Priter,DL,fuego,78,70,42
IE1,Nick Savers,PR,aire,43,40,79
IE1,Troy Moon,MC,fuego,76,86,57
IE1,Percy Wrench,MC,fuego,72,66,48
IE1,Max Scara,PR,aire,36,32,60
IE1,Jonny Strutt,DL,bosque,61,64,43
IE1,Larry Oldman,DL,tierra,60,62,31
IE1,Dom Anding,MC,tierra,63,70,63
IE1,Pip Goodweather,PR,tierra,34,37,71
IE1,Bamber Mandrina,DF,bosque,40,57,82
IE1,Scrap Salvadge,PR,tierra,35,36,62
IE1,Michael Angeloni,PR,aire,30,41,63
IE1,Ryder Wheeling,DF,tierra,56,56,61
IE1,Stu Venier,DF,fuego,44,63,68
